Shape,Carat,Clarity,Colour,Cut,Price,Date
EMERALD,0.55,SI2,J,EX,905.96,2023-04-12 08:46:06.466088
EMERALD,0.3,VS2,E,VG,905.91,2023-04-11 08:46:06.466088
EMERALD,0.3,VS2,F,VG,904.35,2023-04-10 08:46:06.466088
EMERALD,0.42,VVS1,K,EX,903.73,2023-04-09 08:46:06.466088
EMERALD,0.3,VS1,D,EX,903.31,2023-04-08 08:46:06.466088
EMERALD,0.3,VS2,D,VG,902.88,2023-04-07 08:46:06.466088
EMERALD,0.3,VS1,F,EX,902.81,2023-04-06 08:46:06.466088
EMERALD,0.32,VS1,F,EX,902.6,2023-04-05 08:46:06.466088
EMERALD,0.32,SI1,D,EX,902.12,2023-04-04 08:46:06.466088
EMERALD,0.3,VS2,E,GD,901.8,2023-04-03 08:46:06.466088
EMERALD,0.31,VVS2,E,VG,975.06,2023-04-02 08:46:06.466088
EMERALD,0.32,VS1,H,EX,974.59,2023-04-01 08:46:06.466088
EMERALD,0.31,VVS2,D,EX,974.57,2023-03-31 08:46:06.466088
EMERALD,0.32,VS2,D,EX,974.56,2023-03-30 08:46:06.466088
EMERALD,0.3,VS2,D,EX,974.35,2023-03-29 08:46:06.466088
EMERALD,0.3,VVS2,E,VG,974.29,2023-03-28 08:46:06.466088
EMERALD,0.3,VVS2,D,EX,973.78,2023-03-27 08:46:06.466088
PRINCESS,0.51,VS1,J,EX,"1,510.20",2024-07-11 08:47:48.484373
PRINCESS,0.51,SI1,F,EX,"1,506.27",2024-07-10 08:47:48.484373
PRINCESS,0.5,SI1,D,EX,"1,505.96",2024-07-09 08:47:48.484373
PRINCESS,0.59,SI2,H,VG,"1,505.69",2024-07-08 08:47:48.484373
PRINCESS,0.52,SI1,D,EX,"1,504.71",2024-07-07 08:47:48.484373
PRINCESS,0.5,SI1,G,EX,"1,504.20",2024-07-06 08:47:48.484373
PRINCESS,0.41,VS1,D,EX,"1,504.15",2024-07-05 08:47:48.484373
PRINCESS,0.5,SI2,D,EX,"1,504.10",2024-07-04 08:47:48.484373
PRINCESS,0.53,SI1,F,EX,"1,503.19",2024-07-03 08:47:48.484373
PRINCESS,0.5,SI1,G,EX,"1,502.60",2024-07-02 08:47:48.484373
PRINCESS,0.51,VS1,J,EX,"1,502.51",2024-07-01 08:47:48.484373
PRINCESS,0.5,SI1,F,EX,"1,499.88",2024-06-30 08:47:48.484373
PRINCESS,0.5,SI1,G,GD,"1,498.35",2024-06-29 08:47:48.484373
PRINCESS,0.5,VS2,G,VG,"1,498.19",2024-06-28 08:47:48.484373
PRINCESS,0.4,VVS2,F,EX,"1,438.63",2024-06-27 08:47:48.484373
PRINCESS,0.52,SI1,I,EX,"1,438.34",2024-06-26 08:47:48.484373
PRINCESS,0.4,IF,G,EX,"1,437.21",2024-06-25 08:47:48.484373
PRINCESS,0.51,VS1,J,EX,"1,435.74",2024-06-24 08:47:48.484373
PRINCESS,0.5,VS2,I,VG,"1,434.83",2024-06-23 08:47:48.484373
PRINCESS,0.59,VVS2,K,EX,"1,433.29",2024-06-22 08:47:48.484373
PRINCESS,0.5,SI1,I,EX,"1,433.27",2024-06-21 08:47:48.484373
PRINCESS,0.5,VS1,I,VG,"1,432.39",2024-06-20 08:47:48.484373
PRINCESS,0.59,VS2,J,EX,"1,432.27",2024-06-19 08:47:48.484373
PRINCESS,0.5,SI2,F,EX,"1,430.75",2024-06-18 08:47:48.484373
PRINCESS,0.5,SI2,E,EX,"1,430.74",2024-06-17 08:47:48.484373
PRINCESS,0.51,SI2,D,EX,"1,430.09",2024-06-16 08:47:48.484373
PRINCESS,0.5,VS2,I,VG,"1,591.15",2024-06-15 08:47:48.484373
PRINCESS,0.5,SI1,D,EX,"1,591.14",2024-06-14 08:47:48.484373
PRINCESS,0.4,VVS1,E,EX,"1,590.63",2024-06-13 08:47:48.484373
PRINCESS,0.5,SI2,D,EX,"1,590.39",2024-06-12 08:47:48.484373
PRINCESS,0.5,VS1,I,EX,"1,588.74",2024-06-11 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,587.89",2024-06-10 08:47:48.484373
PRINCESS,0.65,SI2,I,EX,"1,587.13",2024-06-09 08:47:48.484373
PRINCESS,0.5,VS1,H,VG,"1,587.05",2024-06-08 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,586.10",2024-06-07 08:47:48.484373
PRINCESS,0.52,SI2,G,EX,"1,582.45",2024-06-06 08:47:48.484373
PRINCESS,0.5,VS1,I,EX,"1,581.86",2024-06-05 08:47:48.484373
PRINCESS,0.59,SI2,D,EX,"1,581.45",2024-06-04 08:47:48.484373
PRINCESS,0.5,VVS2,J,EX,"1,581.00",2024-06-03 08:47:48.484373
PRINCESS,0.5,SI1,D,EX,"1,576.77",2024-06-02 08:47:48.484373
PRINCESS,0.51,VVS2,I,EX,"1,576.58",2024-06-01 08:47:48.484373
PRINCESS,0.5,SI1,E,GD,"1,462.71",2024-05-31 08:47:48.484373
PRINCESS,0.42,VS1,F,EX,"1,462.32",2024-05-30 08:47:48.484373
PRINCESS,0.41,VS1,F,EX,"1,461.31",2024-05-29 08:47:48.484373
PRINCESS,0.53,SI2,F,EX,"1,460.31",2024-05-28 08:47:48.484373
PRINCESS,0.52,SI1,G,EX,"1,460.24",2024-05-27 08:47:48.484373
PRINCESS,0.5,SI1,F,EX,"1,459.35",2024-05-26 08:47:48.484373
PRINCESS,0.46,VS2,G,EX,"1,459.01",2024-05-25 08:47:48.484373
PRINCESS,0.4,VVS2,E,EX,"1,458.81",2024-05-24 08:47:48.484373
PRINCESS,0.5,SI1,E,EX,"1,458.62",2024-05-23 08:47:48.484373
PRINCESS,0.4,VVS2,D,VG,"1,458.30",2024-05-22 08:47:48.484373
PRINCESS,0.5,VS2,I,EX,"1,457.65",2024-05-21 08:47:48.484373
PRINCESS,0.56,SI1,I,EX,"1,457.37",2024-05-20 08:47:48.484373
PRINCESS,0.51,SI2,D,EX,"1,455.25",2024-05-19 08:47:48.484373
PRINCESS,0.46,VS2,E,EX,"1,454.46",2024-05-18 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,872.54",2024-05-17 08:47:48.484373
PRINCESS,1.01,I1,L,EX,"1,872.51",2024-05-16 08:47:48.484373
PRINCESS,0.5,VS1,D,VG,"1,871.82",2024-05-15 08:47:48.484373
PRINCESS,0.59,VS2,G,VG,"1,871.54",2024-05-14 08:47:48.484373
PRINCESS,0.5,VS2,G,EX,"1,870.83",2024-05-13 08:47:48.484373
PRINCESS,0.5,VVS2,F,EX,"1,869.33",2024-05-12 08:47:48.484373
PRINCESS,0.52,VS2,E,EX,"1,868.98",2024-05-11 08:47:48.484373
PRINCESS,0.51,VS2,F,EX,"1,867.89",2024-05-10 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,867.55",2024-05-09 08:47:48.484373
PRINCESS,0.7,SI2,F,EX,"1,867.39",2024-05-08 08:47:48.484373
PRINCESS,0.53,VVS1,I,EX,"1,867.06",2024-05-07 08:47:48.484373
PRINCESS,0.5,SI1,G,EX,"1,467.94",2024-05-06 08:47:48.484373
PRINCESS,0.81,SI2,M,VG,"1,467.59",2024-05-05 08:47:48.484373
PRINCESS,0.42,VS1,E,EX,"1,467.39",2024-05-04 08:47:48.484373
PRINCESS,0.51,SI2,D,EX,"1,465.73",2024-05-03 08:47:48.484373
PRINCESS,0.5,SI1,F,EX,"1,465.45",2024-05-02 08:47:48.484373
PRINCESS,0.5,VVS2,J,EX,"1,465.23",2024-05-01 08:47:48.484373
PRINCESS,0.45,VS1,E,EX,"1,465.15",2024-04-30 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,464.42",2024-04-29 08:47:48.484373
PRINCESS,0.5,VS2,I,EX,"1,463.57",2024-04-28 08:47:48.484373
PRINCESS,0.96,SI1,U-V,VG,"1,462.87",2024-04-27 08:47:48.484373
PRINCESS,0.5,SI1,G,VG,"1,462.86",2024-04-26 08:47:48.484373
PRINCESS,0.5,SI2,E,EX,"1,429.86",2024-04-25 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,428.81",2024-04-24 08:47:48.484373
PRINCESS,0.5,SI2,F,EX,"1,428.05",2024-04-23 08:47:48.484373
PRINCESS,0.5,SI1,H,EX,"1,427.21",2024-04-22 08:47:48.484373
PRINCESS,0.41,VS1,G,EX,"1,426.55",2024-04-21 08:47:48.484373
PRINCESS,0.52,SI1,I,EX,"1,425.99",2024-04-20 08:47:48.484373
PRINCESS,0.45,VS1,E,EX,"1,424.92",2024-04-19 08:47:48.484373
PRINCESS,0.5,SI2,D,EX,"1,424.75",2024-04-18 08:47:48.484373
PRINCESS,0.53,VVS1,J,EX,"1,424.37",2024-04-17 08:47:48.484373
PRINCESS,0.42,VVS1,G,EX,"1,423.99",2024-04-16 08:47:48.484373
PRINCESS,0.52,VS1,J,EX,"1,423.32",2024-04-15 08:47:48.484373
PRINCESS,0.5,SI1,I,EX,"1,423.00",2024-04-14 08:47:48.484373
PRINCESS,0.53,SI1,G,EX,"1,422.76",2024-04-13 08:47:48.484373
PRINCESS,0.42,VS1,E,EX,"1,420.53",2024-04-12 08:47:48.484373
PRINCESS,0.4,VVS1,F,EX,"1,418.92",2024-04-11 08:47:48.484373
PRINCESS,0.52,VS2,F,EX,"1,724.19",2024-04-10 08:47:48.484373
PRINCESS,0.5,VS1,G,EX,"1,723.88",2024-04-09 08:47:48.484373
PRINCESS,0.5,VS1,F,EX,"1,722.29",2024-04-08 08:47:48.484373
PRINCESS,0.5,VS1,H,VG,"1,722.11",2024-04-07 08:47:48.484373
PRINCESS,0.5,VVS2,F,EX,"1,721.32",2024-04-06 08:47:48.484373
PRINCESS,0.75,VS2,L,EX,"1,720.93",2024-04-05 08:47:48.484373
PRINCESS,0.5,VS2,H,EX,"1,720.61",2024-04-04 08:47:48.484373
PRINCESS,0.5,VS1,F,VG,"1,719.74",2024-04-03 08:47:48.484373
PRINCESS,0.5,VS2,G,VG,"1,718.73",2024-04-02 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,717.94",2024-04-01 08:47:48.484373
PRINCESS,0.5,VS2,H,EX,"1,650.38",2024-03-31 08:47:48.484373
PRINCESS,0.51,SI1,F,EX,"1,649.96",2024-03-30 08:47:48.484373
PRINCESS,0.51,VVS2,H,GD,"1,648.09",2024-03-29 08:47:48.484373
PRINCESS,0.6,SI2,F,EX,"1,647.74",2024-03-28 08:47:48.484373
PRINCESS,0.52,VS1,I,EX,"1,646.69",2024-03-27 08:47:48.484373
PRINCESS,0.52,SI1,E,EX,"1,646.55",2024-03-26 08:47:48.484373
PRINCESS,0.41,VVS2,E,EX,"1,646.20",2024-03-25 08:47:48.484373
PRINCESS,0.5,SI1,E,VG,"1,646.18",2024-03-24 08:47:48.484373
PRINCESS,0.51,VS1,I,EX,"1,645.60",2024-03-23 08:47:48.484373
PRINCESS,0.5,VVS2,I,EX,"1,645.30",2024-03-22 08:47:48.484373
PRINCESS,0.59,SI1,H,EX,"1,643.20",2024-03-21 08:47:48.484373
PRINCESS,0.5,VVS2,I,EX,"1,642.87",2024-03-20 08:47:48.484373
PRINCESS,0.52,VS2,I,EX,"1,642.21",2024-03-19 08:47:48.484373
PRINCESS,0.52,VS2,I,EX,"1,641.28",2024-03-18 08:47:48.484373
PRINCESS,0.6,VS2,I,EX,"1,793.23",2024-03-17 08:47:48.484373
PRINCESS,0.51,VVS2,G,EX,"1,791.30",2024-03-16 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,789.85",2024-03-15 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,789.73",2024-03-14 08:47:48.484373
PRINCESS,0.53,VS1,H,EX,"1,789.27",2024-03-13 08:47:48.484373
PRINCESS,0.51,VS2,F,EX,"1,788.78",2024-03-12 08:47:48.484373
PRINCESS,0.52,VS2,F,EX,"1,788.21",2024-03-11 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,788.02",2024-03-10 08:47:48.484373
PRINCESS,0.5,VS2,H,EX,"1,786.50",2024-03-09 08:47:48.484373
PRINCESS,0.7,SI1,J,VG,"1,786.14",2024-03-08 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,785.62",2024-03-07 08:47:48.484373
PRINCESS,0.52,VVS2,G,EX,"1,784.67",2024-03-06 08:47:48.484373
PRINCESS,0.51,VS1,E,EX,"1,784.47",2024-03-05 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,782.97",2024-03-04 08:47:48.484373
PRINCESS,0.51,VS1,F,EX,"1,782.61",2024-03-03 08:47:48.484373
PRINCESS,0.47,SI1,H,EX,"1,255.45",2024-03-02 08:47:48.484373
PRINCESS,0.51,SI1,J,EX,"1,254.22",2024-03-01 08:47:48.484373
PRINCESS,0.6,VS1,L,EX,"1,253.76",2024-02-29 08:47:48.484373
PRINCESS,0.53,SI2,I,EX,"1,252.19",2024-02-28 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,251.53",2024-02-27 08:47:48.484373
PRINCESS,0.52,VS1,K,EX,"1,250.19",2024-02-26 08:47:48.484373
PRINCESS,0.5,VS1,J,GD,"1,248.96",2024-02-25 08:47:48.484373
PRINCESS,0.41,SI1,E,EX,"1,248.50",2024-02-24 08:47:48.484373
PRINCESS,0.5,SI2,J,VG,"1,248.17",2024-02-23 08:47:48.484373
PRINCESS,0.4,SI1,D,EX,"1,247.90",2024-02-22 08:47:48.484373
PRINCESS,1.01,SI2,M,EX,"1,247.81",2024-02-21 08:47:48.484373
PRINCESS,0.56,VS2,K,EX,"1,242.86",2024-02-20 08:47:48.484373
PRINCESS,0.4,SI1,D,EX,"1,241.81",2024-02-19 08:47:48.484373
PRINCESS,0.51,VVS2,G,EX,"1,844.82",2024-02-18 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,843.82",2024-02-17 08:47:48.484373
PRINCESS,1.01,I1,L,EX,"1,842.25",2024-02-16 08:47:48.484373
PRINCESS,0.7,SI2,F,VG,"1,841.97",2024-02-15 08:47:48.484373
PRINCESS,0.5,VVS2,H,EX,"1,840.41",2024-02-14 08:47:48.484373
PRINCESS,0.92,VS1,N,GD,"1,839.55",2024-02-13 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,838.77",2024-02-12 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,837.89",2024-02-11 08:47:48.484373
PRINCESS,0.5,VVS1,H,EX,"1,837.18",2024-02-10 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,836.29",2024-02-09 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,835.29",2024-02-08 08:47:48.484373
PRINCESS,0.59,VS1,I,EX,"1,834.71",2024-02-07 08:47:48.484373
PRINCESS,0.6,SI1,F,EX,"1,833.75",2024-02-06 08:47:48.484373
PRINCESS,0.5,VS2,J,EX,"1,286.19",2024-02-05 08:47:48.484373
PRINCESS,0.41,VVS2,H,EX,"1,285.89",2024-02-04 08:47:48.484373
PRINCESS,0.4,VVS2,G,EX,"1,285.79",2024-02-03 08:47:48.484373
PRINCESS,0.71,VS2,U-V,VG,"1,284.91",2024-02-02 08:47:48.484373
PRINCESS,0.42,SI1,E,EX,"1,284.20",2024-02-01 08:47:48.484373
PRINCESS,0.4,VS2,D,VG,"1,283.79",2024-01-31 08:47:48.484373
PRINCESS,0.5,VS2,J,EX,"1,283.61",2024-01-30 08:47:48.484373
PRINCESS,0.5,VS2,J,EX,"1,283.00",2024-01-29 08:47:48.484373
PRINCESS,0.5,VS1,J,GD,"1,282.85",2024-01-28 08:47:48.484373
PRINCESS,0.4,VS1,H,EX,"1,281.78",2024-01-27 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,280.41",2024-01-26 08:47:48.484373
PRINCESS,0.41,VVS2,G,EX,"1,276.25",2024-01-25 08:47:48.484373
PRINCESS,0.59,SI1,J,EX,"1,276.14",2024-01-24 08:47:48.484373
PRINCESS,0.51,SI1,J,EX,"1,272.38",2024-01-23 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,824.49",2024-01-22 08:47:48.484373
PRINCESS,0.56,VVS2,H,EX,"1,823.39",2024-01-21 08:47:48.484373
PRINCESS,0.69,SI1,J,EX,"1,818.08",2024-01-20 08:47:48.484373
PRINCESS,0.51,VVS2,H,EX,"1,817.61",2024-01-19 08:47:48.484373
PRINCESS,0.5,VS1,D,EX,"1,817.35",2024-01-18 08:47:48.484373
PRINCESS,0.51,VS2,G,EX,"1,817.02",2024-01-17 08:47:48.484373
PRINCESS,0.6,VS1,I,EX,"1,816.83",2024-01-16 08:47:48.484373
PRINCESS,0.52,VS2,G,EX,"1,816.14",2024-01-15 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,815.28",2024-01-14 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,815.26",2024-01-13 08:47:48.484373
PRINCESS,0.52,VS1,F,EX,"1,814.98",2024-01-12 08:47:48.484373
PRINCESS,0.52,VS2,E,EX,"1,813.12",2024-01-11 08:47:48.484373
PRINCESS,0.51,VS1,F,EX,"1,812.78",2024-01-10 08:47:48.484373
PRINCESS,0.7,SI2,J,VG,"1,812.12",2024-01-09 08:47:48.484373
PRINCESS,0.5,VS2,H,EX,"1,739.08",2024-01-08 08:47:48.484373
PRINCESS,0.5,VS2,G,EX,"1,739.01",2024-01-07 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,738.38",2024-01-06 08:47:48.484373
PRINCESS,0.5,VS2,F,VG,"1,738.37",2024-01-05 08:47:48.484373
PRINCESS,0.5,VS2,G,EX,"1,738.17",2024-01-04 08:47:48.484373
PRINCESS,0.52,VS2,H,EX,"1,738.11",2024-01-03 08:47:48.484373
PRINCESS,0.5,VS1,F,EX,"1,735.83",2024-01-02 08:47:48.484373
PRINCESS,0.7,SI2,G,EX,"1,735.41",2024-01-01 08:47:48.484373
PRINCESS,0.5,VS2,E,VG,"1,734.20",2023-12-31 08:47:48.484373
PRINCESS,0.5,VS2,G,EX,"1,733.48",2023-12-30 08:47:48.484373
PRINCESS,0.51,VS2,H,EX,"1,732.60",2023-12-29 08:47:48.484373
PRINCESS,0.51,VS2,G,VG,"1,732.55",2023-12-28 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,732.44",2023-12-27 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,663.91",2023-12-26 08:47:48.484373
PRINCESS,0.8,SI2,L,EX,"1,663.10",2023-12-25 08:47:48.484373
PRINCESS,0.5,VS2,D,VG,"1,662.99",2023-12-24 08:47:48.484373
PRINCESS,0.7,SI1,L,EX,"1,661.83",2023-12-23 08:47:48.484373
PRINCESS,0.52,VVS1,I,EX,"1,661.47",2023-12-22 08:47:48.484373
PRINCESS,0.5,SI1,F,EX,"1,661.42",2023-12-21 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,661.03",2023-12-20 08:47:48.484373
PRINCESS,0.53,SI1,F,EX,"1,661.02",2023-12-19 08:47:48.484373
PRINCESS,0.7,VS2,K,VG,"1,660.78",2023-12-18 08:47:48.484373
PRINCESS,0.51,SI1,F,EX,"1,660.21",2023-12-17 08:47:48.484373
PRINCESS,0.5,VVS2,G,EX,"1,659.84",2023-12-16 08:47:48.484373
PRINCESS,0.52,VS2,F,EX,"1,659.80",2023-12-15 08:47:48.484373
PRINCESS,1.0,SI1,U-V,VG,"1,659.18",2023-12-14 08:47:48.484373
PRINCESS,0.51,VS2,G,EX,"1,658.80",2023-12-13 08:47:48.484373
PRINCESS,0.5,VS2,G,VG,"1,658.74",2023-12-12 08:47:48.484373
PRINCESS,0.5,SI1,I,VG,"1,316.56",2023-12-11 08:47:48.484373
PRINCESS,0.42,VS1,H,EX,"1,316.16",2023-12-10 08:47:48.484373
PRINCESS,0.55,SI2,I,EX,"1,315.77",2023-12-09 08:47:48.484373
PRINCESS,0.41,VVS2,G,EX,"1,315.73",2023-12-08 08:47:48.484373
PRINCESS,0.4,VS2,E,VG,"1,315.53",2023-12-07 08:47:48.484373
PRINCESS,0.51,VS2,J,EX,"1,315.39",2023-12-06 08:47:48.484373
PRINCESS,0.5,VVS2,J,EX,"1,314.90",2023-12-05 08:47:48.484373
PRINCESS,0.5,SI1,I,EX,"1,313.99",2023-12-04 08:47:48.484373
PRINCESS,0.4,SI1,D,EX,"1,312.79",2023-12-03 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,312.45",2023-12-02 08:47:48.484373
PRINCESS,0.5,VVS1,J,EX,"1,312.31",2023-12-01 08:47:48.484373
PRINCESS,0.4,VS2,E,EX,"1,312.12",2023-11-30 08:47:48.484373
PRINCESS,0.5,SI1,I,VG,"1,311.58",2023-11-29 08:47:48.484373
PRINCESS,0.4,VS1,G,VG,"1,306.74",2023-11-28 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,683.22",2023-11-27 08:47:48.484373
PRINCESS,0.75,SI1,L,VG,"1,682.97",2023-11-26 08:47:48.484373
PRINCESS,0.5,VS1,H,VG,"1,682.56",2023-11-25 08:47:48.484373
PRINCESS,0.5,SI1,E,VG,"1,682.51",2023-11-24 08:47:48.484373
PRINCESS,0.59,VVS2,I,VG,"1,682.12",2023-11-23 08:47:48.484373
PRINCESS,0.43,VVS1,D,EX,"1,681.70",2023-11-22 08:47:48.484373
PRINCESS,0.5,VS2,E,VG,"1,681.58",2023-11-21 08:47:48.484373
PRINCESS,0.58,SI1,F,EX,"1,681.03",2023-11-20 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,679.90",2023-11-19 08:47:48.484373
PRINCESS,0.51,VS2,H,VG,"1,679.27",2023-11-18 08:47:48.484373
PRINCESS,0.5,VVS2,F,EX,"1,679.17",2023-11-17 08:47:48.484373
PRINCESS,0.5,SI1,F,EX,"1,678.34",2023-11-16 08:47:48.484373
PRINCESS,0.4,VS2,D,EX,"1,444.09",2023-11-15 08:47:48.484373
PRINCESS,0.5,SI1,E,EX,"1,443.77",2023-11-14 08:47:48.484373
PRINCESS,0.41,VS1,G,EX,"1,443.29",2023-11-13 08:47:48.484373
PRINCESS,0.5,SI1,I,EX,"1,442.43",2023-11-12 08:47:48.484373
PRINCESS,0.5,SI2,F,VG,"1,442.42",2023-11-11 08:47:48.484373
PRINCESS,0.46,SI1,D,EX,"1,441.91",2023-11-10 08:47:48.484373
PRINCESS,0.5,VS2,I,EX,"1,441.23",2023-11-09 08:47:48.484373
PRINCESS,0.51,SI2,G,EX,"1,440.44",2023-11-08 08:47:48.484373
PRINCESS,0.5,SI2,G,VG,"1,440.02",2023-11-07 08:47:48.484373
PRINCESS,0.8,SI1,N,VG,"1,439.98",2023-11-06 08:47:48.484373
PRINCESS,0.46,VS2,E,EX,"1,439.59",2023-11-05 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,439.05",2023-11-04 08:47:48.484373
PRINCESS,0.51,VS1,H,EX,"1,708.42",2023-11-03 08:47:48.484373
PRINCESS,0.5,VVS2,G,EX,"1,707.81",2023-11-02 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,707.56",2023-11-01 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,705.31",2023-10-31 08:47:48.484373
PRINCESS,0.5,VS1,I,EX,"1,705.29",2023-10-30 08:47:48.484373
PRINCESS,0.51,IF,I,EX,"1,704.97",2023-10-29 08:47:48.484373
PRINCESS,0.5,VS1,G,EX,"1,704.53",2023-10-28 08:47:48.484373
PRINCESS,0.5,VVS1,I,EX,"1,704.47",2023-10-27 08:47:48.484373
PRINCESS,0.5,VS1,G,EX,"1,703.66",2023-10-26 08:47:48.484373
PRINCESS,0.5,VS1,H,EX,"1,702.84",2023-10-25 08:47:48.484373
PRINCESS,0.5,VVS2,G,EX,"1,702.79",2023-10-24 08:47:48.484373
PRINCESS,0.5,VS1,F,VG,"1,702.71",2023-10-23 08:47:48.484373
PRINCESS,0.8,VS2,M,VG,"1,702.24",2023-10-22 08:47:48.484373
PRINCESS,0.6,VS2,I,EX,"1,701.70",2023-10-21 08:47:48.484373
PRINCESS,0.4,VS1,F,EX,"1,453.40",2023-10-20 08:47:48.484373
PRINCESS,0.43,VS2,D,EX,"1,452.83",2023-10-19 08:47:48.484373
PRINCESS,0.4,VS1,F,EX,"1,452.81",2023-10-18 08:47:48.484373
PRINCESS,0.5,SI1,G,EX,"1,451.86",2023-10-17 08:47:48.484373
PRINCESS,0.51,SI2,E,VG,"1,451.69",2023-10-16 08:47:48.484373
PRINCESS,0.5,SI1,G,EX,"1,450.97",2023-10-15 08:47:48.484373
PRINCESS,0.5,SI2,G,EX,"1,450.14",2023-10-14 08:47:48.484373
PRINCESS,0.52,SI1,H,EX,"1,448.07",2023-10-13 08:47:48.484373
PRINCESS,0.5,VVS1,J,EX,"1,448.04",2023-10-12 08:47:48.484373
PRINCESS,0.41,VS1,E,EX,"1,447.35",2023-10-11 08:47:48.484373
PRINCESS,0.59,SI2,F,VG,"1,446.78",2023-10-10 08:47:48.484373
PRINCESS,0.4,VVS1,E,EX,"1,446.08",2023-10-09 08:47:48.484373
PRINCESS,0.49,VVS2,J,EX,"1,446.07",2023-10-08 08:47:48.484373
PRINCESS,0.5,SI1,F,VG,"1,445.96",2023-10-07 08:47:48.484373
PRINCESS,0.5,SI2,E,EX,"1,445.12",2023-10-06 08:47:48.484373
PRINCESS,0.52,VS2,E,EX,"1,889.32",2023-10-05 08:47:48.484373
PRINCESS,0.5,VS2,F,EX,"1,885.35",2023-10-04 08:47:48.484373
PRINCESS,0.5,VS1,E,EX,"1,885.25",2023-10-03 08:47:48.484373
PRINCESS,0.55,VS2,G,EX,"1,884.69",2023-10-02 08:47:48.484373
PRINCESS,0.8,VS1,L,VG,"1,882.12",2023-10-01 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,881.90",2023-09-30 08:47:48.484373
PRINCESS,0.5,VS1,G,EX,"1,881.17",2023-09-29 08:47:48.484373
PRINCESS,0.51,VVS2,G,VG,"1,880.89",2023-09-28 08:47:48.484373
PRINCESS,0.5,VS2,D,EX,"1,880.34",2023-09-27 08:47:48.484373
PRINCESS,0.53,VS2,E,EX,"1,879.72",2023-09-26 08:47:48.484373
PRINCESS,0.5,VS1,E,VG,"1,876.91",2023-09-25 08:47:48.484373
PRINCESS,0.51,VS1,F,EX,"1,876.49",2023-09-24 08:47:48.484373
PRINCESS,0.5,VVS2,F,VG,"1,875.93",2023-09-23 08:47:48.484373
PRINCESS,0.5,VS1,D,EX,"1,874.41",2023-09-22 08:47:48.484373
PRINCESS,0.5,VVS2,G,EX,"1,873.45",2023-09-21 08:47:48.484373
PRINCESS,0.66,SI1,G,EX,"1,802.08",2023-09-20 08:47:48.484373
PRINCESS,0.5,VS2,E,EX,"1,800.96",2023-09-19 08:47:48.484373
PRINCESS,0.5,VS2,G,EX,"1,800.70",2023-09-18 08:47:48.484373
PRINCESS,0.5,VS1,F,EX,"1,799.95",2023-09-17 08:47:48.484373
PRINCESS,0.59,VS1,H,EX,"1,798.51",2023-09-16 08:47:48.484373
PRINCESS,0.6,VVS2,I,EX,"1,798.23",2023-09-15 08:47:48.484373
PRINCESS,0.5,SI1,D,EX,"1,798.16",2023-09-14 08:47:48.484373
PRINCESS,0.51,VS2,G,EX,"1,797.20",2023-09-13 08:47:48.484373
PRINCESS,0.5,VS1,E,EX,"1,796.54",2023-09-12 08:47:48.484373
PRINCESS,0.51,SI1,E,EX,"1,796.44",2023-09-11 08:47:48.484373
PRINCESS,0.55,VS2,G,EX,"1,796.39",2023-09-10 08:47:48.484373
PRINCESS,0.5,VS1,E,VG,"1,794.04",2023-09-09 08:47:48.484373
PRINCESS,0.51,VVS2,H,EX,"1,793.75",2023-09-08 08:47:48.484373
