Shape,Carat,Clarity,Colour,Cut,Price,Date
MARQUISE,0.34,SI1,D,EX,"1,017.77",2024-07-11 08:49:07.909502
MARQUISE,0.32,VS2,G,EX,"1,016.72",2024-07-10 08:49:07.909502
MARQUISE,0.32,VVS2,G,EX,"1,015.71",2024-07-09 08:49:07.909502
MARQUISE,0.4,SI1,H,GD,"1,014.76",2024-07-08 08:49:07.909502
MARQUISE,0.31,VS2,E,EX,"1,013.39",2024-07-07 08:49:07.909502
MARQUISE,0.38,SI1,D,EX,"1,012.36",2024-07-06 08:49:07.909502
MARQUISE,0.3,VS2,D,EX,"1,011.84",2024-07-05 08:49:07.909502
MARQUISE,0.3,VS1,D,EX,"1,010.79",2024-07-04 08:49:07.909502
MARQUISE,0.5,VVS1,K,EX,"1,010.70",2024-07-03 08:49:07.909502
MARQUISE,0.32,VS2,D,EX,"1,010.30",2024-07-02 08:49:07.909502
MARQUISE,0.35,VS1,F,VG,"1,008.24",2024-07-01 08:49:07.909502
MARQUISE,0.3,SI1,D,VG,901.34,2024-06-30 08:49:07.909502
MARQUISE,0.4,VVS2,K,EX,895.77,2024-06-29 08:49:07.909502
MARQUISE,0.31,SI2,D,EX,891.8,2024-06-28 08:49:07.909502
MARQUISE,0.3,VS2,F,EX,891.17,2024-06-27 08:49:07.909502
MARQUISE,0.3,VS2,F,EX,890.14,2024-06-26 08:49:07.909502
MARQUISE,0.3,VVS1,I,EX,886.62,2024-06-25 08:49:07.909502
MARQUISE,0.3,SI1,D,GD,884.61,2024-06-24 08:49:07.909502
MARQUISE,0.3,SI2,D,EX,882.52,2024-06-23 08:49:07.909502
MARQUISE,0.31,SI2,D,EX,882.37,2024-06-22 08:49:07.909502
MARQUISE,0.31,SI1,E,EX,877.65,2024-06-21 08:49:07.909502
MARQUISE,0.31,VS1,H,EX,875.07,2024-06-20 08:49:07.909502
MARQUISE,0.3,VS2,H,VG,871.87,2024-06-19 08:49:07.909502
MARQUISE,0.3,SI1,D,EX,870.91,2024-06-18 08:49:07.909502
MARQUISE,0.35,VVS1,H,EX,869.83,2024-06-17 08:49:07.909502
MARQUISE,0.3,VS1,D,VG,"1,044.25",2024-06-16 08:49:07.909502
MARQUISE,0.31,VS2,D,EX,"1,041.16",2024-06-15 08:49:07.909502
MARQUISE,0.59,SI2,L,VG,"1,039.49",2024-06-14 08:49:07.909502
MARQUISE,0.3,VVS1,D,EX,"1,038.27",2024-06-13 08:49:07.909502
MARQUISE,0.3,VS1,D,EX,"1,035.13",2024-06-12 08:49:07.909502
MARQUISE,0.36,VS1,F,EX,"1,032.86",2024-06-11 08:49:07.909502
MARQUISE,0.3,VS2,D,EX,"1,032.64",2024-06-10 08:49:07.909502
MARQUISE,0.4,SI1,H,EX,"1,030.22",2024-06-09 08:49:07.909502
MARQUISE,0.5,SI1,K,EX,"1,029.67",2024-06-08 08:49:07.909502
MARQUISE,0.32,VS2,D,EX,"1,029.21",2024-06-07 08:49:07.909502
MARQUISE,0.32,VS1,F,EX,"1,029.14",2024-06-06 08:49:07.909502
MARQUISE,0.3,VS1,D,EX,"1,028.53",2024-06-05 08:49:07.909502
MARQUISE,0.3,VS2,D,EX,"1,027.54",2024-06-04 08:49:07.909502
MARQUISE,0.35,VS2,F,VG,"1,024.19",2024-06-03 08:49:07.909502
MARQUISE,0.59,VS2,D,EX,"2,025.02",2024-06-02 08:49:07.909502
MARQUISE,0.57,VVS2,E,EX,"2,024.03",2024-06-01 08:49:07.909502
MARQUISE,0.59,SI1,D,EX,"2,021.84",2024-05-31 08:49:07.909502
MARQUISE,0.5,VVS1,D,EX,"2,020.53",2024-05-30 08:49:07.909502
MARQUISE,0.5,VS2,G,EX,"2,019.55",2024-05-29 08:49:07.909502
MARQUISE,0.51,VVS1,F,EX,"2,018.08",2024-05-28 08:49:07.909502
MARQUISE,0.5,VVS1,G,EX,"2,016.12",2024-05-27 08:49:07.909502
MARQUISE,0.53,VS1,G,EX,"2,011.25",2024-05-26 08:49:07.909502
MARQUISE,0.5,VS2,D,EX,"2,010.47",2024-05-25 08:49:07.909502
MARQUISE,0.52,VVS2,E,EX,"2,008.37",2024-05-24 08:49:07.909502
MARQUISE,0.5,VS1,D,EX,"2,007.94",2024-05-23 08:49:07.909502
MARQUISE,0.5,VVS2,E,EX,"2,006.89",2024-05-22 08:49:07.909502
MARQUISE,0.53,VVS2,G,EX,"2,006.69",2024-05-21 08:49:07.909502
MARQUISE,0.52,VVS1,D,EX,"2,004.48",2024-05-20 08:49:07.909502
MARQUISE,0.92,VS1,L,EX,"2,000.39",2024-05-19 08:49:07.909502
MARQUISE,0.53,VS2,F,EX,"1,999.88",2024-05-18 08:49:07.909502
MARQUISE,0.5,VS2,E,EX,"1,989.32",2024-05-17 08:49:07.909502
MARQUISE,0.5,VS2,F,EX,"1,989.27",2024-05-16 08:49:07.909502
MARQUISE,1.0,SI2,M,VG,"1,987.62",2024-05-15 08:49:07.909502
MARQUISE,0.5,VVS1,G,VG,"1,986.70",2024-05-14 08:49:07.909502
MARQUISE,0.5,VVS2,D,GD,"1,986.00",2024-05-13 08:49:07.909502
MARQUISE,0.5,VS2,D,EX,"1,984.06",2024-05-12 08:49:07.909502
MARQUISE,0.52,VS1,D,EX,"1,983.20",2024-05-11 08:49:07.909502
MARQUISE,0.5,VVS1,D,EX,"1,974.76",2024-05-10 08:49:07.909502
MARQUISE,0.5,VS2,F,EX,"1,973.69",2024-05-09 08:49:07.909502
MARQUISE,0.53,VVS1,E,EX,"1,968.43",2024-05-08 08:49:07.909502
MARQUISE,0.59,SI1,D,VG,"1,967.26",2024-05-07 08:49:07.909502
HEART,0.3,VS2,G,VG,985.51,2024-07-11 08:48:39.398041
HEART,0.39,SI1,G,VG,984.66,2024-07-10 08:48:39.398041
HEART,0.3,SI1,D,VG,984.43,2024-07-09 08:48:39.398041
HEART,0.3,VVS1,H,EX,983.93,2024-07-08 08:48:39.398041
HEART,0.3,SI1,F,EX,981.38,2024-07-07 08:48:39.398041
HEART,0.3,SI1,D,VG,979.95,2024-07-06 08:48:39.398041
HEART,0.31,VS2,H,VG,979.81,2024-07-05 08:48:39.398041
HEART,0.33,VS1,I,EX,979.42,2024-07-04 08:48:39.398041
HEART,0.31,SI1,E,EX,979.25,2024-07-03 08:48:39.398041
HEART,0.3,SI1,G,VG,978.37,2024-07-02 08:48:39.398041
HEART,0.3,VS2,G,GD,977.39,2024-07-01 08:48:39.398041
HEART,0.39,VS1,H,GD,976.75,2024-06-30 08:48:39.398041
HEART,0.27,VVS2,G,EX,975.86,2024-06-29 08:48:39.398041
HEART,0.3,VS1,G,VG,975.81,2024-06-28 08:48:39.398041
HEART,0.31,VS2,F,EX,"1,063.69",2024-06-27 08:48:39.398041
HEART,0.31,VS1,H,EX,"1,063.67",2024-06-26 08:48:39.398041
HEART,0.3,VS1,H,EX,"1,063.53",2024-06-25 08:48:39.398041
HEART,0.33,VS1,G,EX,"1,063.09",2024-06-24 08:48:39.398041
HEART,0.3,VS2,G,VG,"1,063.04",2024-06-23 08:48:39.398041
HEART,0.5,SI1,K,VG,"1,062.49",2024-06-22 08:48:39.398041
HEART,0.3,VVS2,F,EX,"1,060.48",2024-06-21 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,060.00",2024-06-20 08:48:39.398041
HEART,0.3,VS1,G,EX,"1,058.99",2024-06-19 08:48:39.398041
HEART,0.31,VVS2,G,VG,"1,058.38",2024-06-18 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,057.50",2024-06-17 08:48:39.398041
HEART,0.3,SI1,D,EX,"1,056.49",2024-06-16 08:48:39.398041
HEART,0.3,VS1,E,GD,"1,055.95",2024-06-15 08:48:39.398041
HEART,0.41,VS2,I,VG,"1,055.84",2024-06-14 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,094.00",2024-06-13 08:48:39.398041
HEART,0.3,VS2,G,EX,"1,093.95",2024-06-12 08:48:39.398041
HEART,0.3,VVS2,E,VG,"1,093.94",2024-06-11 08:48:39.398041
HEART,0.33,VS2,H,EX,"1,093.73",2024-06-10 08:48:39.398041
HEART,0.45,SI1,F,VG,"1,093.23",2024-06-09 08:48:39.398041
HEART,0.3,VVS1,D,VG,"1,093.02",2024-06-08 08:48:39.398041
HEART,0.3,VVS2,D,GD,"1,093.01",2024-06-07 08:48:39.398041
HEART,0.5,SI2,H,EX,"1,092.72",2024-06-06 08:48:39.398041
HEART,0.3,VS2,F,VG,"1,091.99",2024-06-05 08:48:39.398041
HEART,0.31,VVS1,E,EX,"1,090.86",2024-06-04 08:48:39.398041
HEART,0.3,SI1,D,VG,905.91,2024-06-03 08:48:39.398041
HEART,0.5,SI1,K,EX,904.35,2024-06-02 08:48:39.398041
HEART,0.31,VS1,I,EX,902.81,2024-06-01 08:48:39.398041
HEART,0.31,SI2,E,EX,902.26,2024-05-31 08:48:39.398041
HEART,0.3,SI1,E,VG,901.78,2024-05-30 08:48:39.398041
HEART,0.29,VS1,F,VG,901.16,2024-05-29 08:48:39.398041
HEART,0.3,SI1,F,VG,900.77,2024-05-28 08:48:39.398041
HEART,0.3,SI1,G,VG,897.74,2024-05-27 08:48:39.398041
HEART,0.3,SI1,F,VG,897.27,2024-05-26 08:48:39.398041
HEART,0.35,VS1,I,EX,896.41,2024-05-25 08:48:39.398041
HEART,0.3,SI1,D,GD,895.73,2024-05-24 08:48:39.398041
HEART,0.3,SI1,E,VG,895.21,2024-05-23 08:48:39.398041
HEART,0.32,SI1,F,EX,893.99,2024-05-22 08:48:39.398041
HEART,0.3,SI2,D,EX,893.71,2024-05-21 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,118.81",2024-05-20 08:48:39.398041
HEART,0.33,VVS1,G,EX,"1,118.31",2024-05-19 08:48:39.398041
HEART,0.3,VVS2,E,EX,"1,117.77",2024-05-18 08:48:39.398041
HEART,0.3,VS2,D,EX,"1,116.84",2024-05-17 08:48:39.398041
HEART,0.3,VS2,E,VG,"1,116.82",2024-05-16 08:48:39.398041
HEART,0.3,VS1,F,VG,"1,115.81",2024-05-15 08:48:39.398041
HEART,0.36,VS2,G,EX,"1,114.99",2024-05-14 08:48:39.398041
HEART,0.51,SI1,I,VG,"1,114.81",2024-05-13 08:48:39.398041
HEART,0.31,VVS1,G,VG,"1,114.42",2024-05-12 08:48:39.398041
HEART,0.4,SI1,F,VG,"1,114.08",2024-05-11 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,143.64",2024-05-10 08:48:39.398041
HEART,0.3,VS1,E,VG,"1,143.13",2024-05-09 08:48:39.398041
HEART,0.31,VS1,G,EX,"1,142.78",2024-05-08 08:48:39.398041
HEART,0.35,VS2,E,EX,"1,142.49",2024-05-07 08:48:39.398041
HEART,0.34,VS2,G,EX,"1,141.88",2024-05-06 08:48:39.398041
HEART,0.33,VS2,F,EX,"1,141.12",2024-05-05 08:48:39.398041
HEART,0.3,VS1,D,EX,"1,141.09",2024-05-04 08:48:39.398041
HEART,0.32,VVS2,E,EX,"1,140.55",2024-05-03 08:48:39.398041
HEART,0.35,VS2,G,EX,"1,139.50",2024-05-02 08:48:39.398041
HEART,0.3,VVS1,F,EX,"1,139.06",2024-05-01 08:48:39.398041
HEART,0.32,VS1,E,EX,"1,138.43",2024-04-30 08:48:39.398041
HEART,0.33,VS1,G,EX,"1,137.81",2024-04-29 08:48:39.398041
HEART,0.29,VS1,G,VG,866.33,2024-04-28 08:48:39.398041
HEART,0.3,SI1,G,VG,866.31,2024-04-27 08:48:39.398041
HEART,0.3,SI1,F,GD,864.27,2024-04-26 08:48:39.398041
HEART,0.3,SI2,E,GD,863.25,2024-04-25 08:48:39.398041
HEART,0.31,VS2,I,EX,861.93,2024-04-24 08:48:39.398041
HEART,0.3,VS2,I,GD,858.18,2024-04-23 08:48:39.398041
HEART,0.3,SI2,E,VG,856.73,2024-04-22 08:48:39.398041
HEART,0.37,SI1,I,EX,856.42,2024-04-21 08:48:39.398041
HEART,0.3,SI1,F,VG,855.14,2024-04-20 08:48:39.398041
HEART,0.3,SI1,G,VG,853.18,2024-04-19 08:48:39.398041
HEART,0.3,SI2,E,EX,850.12,2024-04-18 08:48:39.398041
HEART,0.31,SI2,F,EX,848.8,2024-04-17 08:48:39.398041
HEART,0.3,SI2,F,EX,848.6,2024-04-16 08:48:39.398041
HEART,0.33,VS2,G,EX,"1,050.25",2024-04-15 08:48:39.398041
HEART,0.3,VS1,F,VG,"1,048.37",2024-04-14 08:48:39.398041
HEART,0.3,SI1,D,EX,"1,047.87",2024-04-13 08:48:39.398041
HEART,0.3,VVS1,G,EX,"1,046.80",2024-04-12 08:48:39.398041
HEART,0.32,SI1,E,EX,"1,044.84",2024-04-11 08:48:39.398041
HEART,0.38,VS1,I,EX,"1,044.45",2024-04-10 08:48:39.398041
HEART,0.49,SI1,K,GD,"1,044.37",2024-04-09 08:48:39.398041
HEART,0.3,VS2,F,EX,"1,044.34",2024-04-08 08:48:39.398041
HEART,0.32,VVS2,E,VG,"1,044.28",2024-04-07 08:48:39.398041
HEART,0.29,VS2,D,VG,"1,043.24",2024-04-06 08:48:39.398041
HEART,0.31,VS1,D,EX,"1,043.17",2024-04-05 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,042.80",2024-04-04 08:48:39.398041
HEART,0.3,VS2,F,VG,"1,042.26",2024-04-03 08:48:39.398041
HEART,0.33,VS1,I,EX,999.5,2024-04-02 08:48:39.398041
HEART,0.31,SI1,E,EX,998.71,2024-04-01 08:48:39.398041
HEART,0.32,VVS1,I,EX,998.32,2024-03-31 08:48:39.398041
HEART,0.3,VS1,H,EX,998.15,2024-03-30 08:48:39.398041
HEART,0.34,VS2,H,GD,997.69,2024-03-29 08:48:39.398041
HEART,0.3,VS2,G,EX,996.61,2024-03-28 08:48:39.398041
HEART,0.31,VS2,H,VG,994.97,2024-03-27 08:48:39.398041
HEART,0.5,SI1,L,EX,994.18,2024-03-26 08:48:39.398041
HEART,0.31,SI1,G,EX,993.94,2024-03-25 08:48:39.398041
HEART,0.29,VS2,E,VG,993.74,2024-03-24 08:48:39.398041
HEART,0.32,SI1,H,EX,993.52,2024-03-23 08:48:39.398041
HEART,0.3,VS1,H,EX,993.04,2024-03-22 08:48:39.398041
HEART,0.31,VS1,D,EX,992.88,2024-03-21 08:48:39.398041
HEART,0.3,SI1,G,EX,992.57,2024-03-20 08:48:39.398041
HEART,0.31,SI1,G,EX,949.41,2024-03-19 08:48:39.398041
HEART,0.3,SI1,H,EX,948.46,2024-03-18 08:48:39.398041
HEART,0.4,SI2,H,VG,947.09,2024-03-17 08:48:39.398041
HEART,0.3,SI1,H,EX,946.42,2024-03-16 08:48:39.398041
HEART,0.3,SI1,E,EX,946.4,2024-03-15 08:48:39.398041
HEART,0.3,VS1,I,EX,945.96,2024-03-14 08:48:39.398041
HEART,0.3,SI1,D,VG,945.89,2024-03-13 08:48:39.398041
HEART,0.31,VS1,G,GD,945.76,2024-03-12 08:48:39.398041
HEART,0.3,SI1,F,EX,944.42,2024-03-11 08:48:39.398041
HEART,0.29,VS2,F,GD,944.29,2024-03-10 08:48:39.398041
HEART,0.31,SI1,G,EX,944.2,2024-03-09 08:48:39.398041
HEART,0.3,SI1,F,EX,943.9,2024-03-08 08:48:39.398041
HEART,0.3,SI2,F,GD,829.3,2024-03-07 08:48:39.398041
HEART,0.3,VS2,I,GD,829.28,2024-03-06 08:48:39.398041
HEART,0.3,VS2,I,VG,822.22,2024-03-05 08:48:39.398041
HEART,0.31,SI1,F,EX,821.61,2024-03-04 08:48:39.398041
HEART,0.33,VS2,J,EX,819.3,2024-03-03 08:48:39.398041
HEART,0.3,VS2,I,VG,817.66,2024-03-02 08:48:39.398041
HEART,0.31,VS2,I,EX,815.8,2024-03-01 08:48:39.398041
HEART,0.34,VVS2,J,EX,811.49,2024-02-29 08:48:39.398041
HEART,0.3,SI2,F,VG,809.53,2024-02-28 08:48:39.398041
HEART,0.3,SI2,G,VG,809.51,2024-02-27 08:48:39.398041
HEART,0.3,VS1,J,EX,808.53,2024-02-26 08:48:39.398041
HEART,0.29,SI1,D,GD,808.48,2024-02-25 08:48:39.398041
HEART,0.3,SI1,H,VG,808.01,2024-02-24 08:48:39.398041
HEART,0.3,VVS1,E,VG,"1,137.07",2024-02-23 08:48:39.398041
HEART,0.4,SI2,F,EX,"1,137.03",2024-02-22 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,136.53",2024-02-21 08:48:39.398041
HEART,0.3,VVS1,D,VG,"1,136.10",2024-02-20 08:48:39.398041
HEART,0.31,VS1,G,EX,"1,135.92",2024-02-19 08:48:39.398041
HEART,0.3,VVS1,E,VG,"1,135.51",2024-02-18 08:48:39.398041
HEART,0.31,VS1,F,EX,"1,135.41",2024-02-17 08:48:39.398041
HEART,0.4,SI1,H,VG,"1,135.04",2024-02-16 08:48:39.398041
HEART,0.3,VS2,D,VG,"1,134.55",2024-02-15 08:48:39.398041
HEART,0.3,VS1,F,VG,"1,134.51",2024-02-14 08:48:39.398041
HEART,0.35,VVS2,G,EX,"1,134.18",2024-02-13 08:48:39.398041
HEART,0.3,VVS2,E,EX,"1,133.48",2024-02-12 08:48:39.398041
HEART,0.46,SI1,H,VG,"1,133.31",2024-02-11 08:48:39.398041
HEART,0.33,VS2,F,EX,"1,132.79",2024-02-10 08:48:39.398041
HEART,0.3,VVS2,H,VG,"1,132.50",2024-02-09 08:48:39.398041
HEART,0.3,VVS2,E,VG,"1,103.57",2024-02-08 08:48:39.398041
HEART,0.31,VS1,H,EX,"1,103.49",2024-02-07 08:48:39.398041
HEART,0.31,VS1,D,EX,"1,103.42",2024-02-06 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,103.15",2024-02-05 08:48:39.398041
HEART,0.31,VS1,G,EX,"1,102.42",2024-02-04 08:48:39.398041
HEART,0.5,SI2,I,VG,"1,102.27",2024-02-03 08:48:39.398041
HEART,0.33,VS2,D,EX,"1,102.10",2024-02-02 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,101.12",2024-02-01 08:48:39.398041
HEART,0.35,VS2,H,EX,"1,101.04",2024-01-31 08:48:39.398041
HEART,0.3,VS2,F,EX,"1,100.09",2024-01-30 08:48:39.398041
HEART,0.46,SI1,H,VG,"1,099.85",2024-01-29 08:48:39.398041
HEART,0.3,VVS2,D,EX,"1,124.91",2024-01-28 08:48:39.398041
HEART,0.3,VS1,F,EX,"1,124.39",2024-01-27 08:48:39.398041
HEART,0.4,SI2,F,EX,"1,123.55",2024-01-26 08:48:39.398041
HEART,0.3,VVS1,F,VG,"1,123.34",2024-01-25 08:48:39.398041
HEART,0.46,SI2,F,VG,"1,123.26",2024-01-24 08:48:39.398041
HEART,0.46,SI2,G,EX,"1,122.50",2024-01-23 08:48:39.398041
HEART,0.3,VS2,D,VG,"1,122.41",2024-01-22 08:48:39.398041
HEART,0.5,VS1,K,VG,"1,122.21",2024-01-21 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,120.39",2024-01-20 08:48:39.398041
HEART,0.32,VS2,G,EX,"1,120.05",2024-01-19 08:48:39.398041
HEART,0.34,VS1,H,EX,"1,119.46",2024-01-18 08:48:39.398041
HEART,0.31,VS1,G,EX,"1,119.17",2024-01-17 08:48:39.398041
HEART,0.33,VS2,F,EX,"1,118.85",2024-01-16 08:48:39.398041
HEART,0.3,VS2,D,VG,"1,041.78",2024-01-15 08:48:39.398041
HEART,0.3,VS2,G,EX,"1,041.72",2024-01-14 08:48:39.398041
HEART,0.3,VS1,F,VG,"1,040.25",2024-01-13 08:48:39.398041
HEART,0.3,VS2,F,VG,"1,039.76",2024-01-12 08:48:39.398041
HEART,0.3,VS2,E,VG,"1,039.70",2024-01-11 08:48:39.398041
HEART,0.32,VVS1,F,EX,"1,039.42",2024-01-10 08:48:39.398041
HEART,0.46,SI2,I,VG,"1,039.25",2024-01-09 08:48:39.398041
HEART,0.31,VS2,F,EX,"1,038.49",2024-01-08 08:48:39.398041
HEART,0.3,VS2,D,GD,"1,037.17",2024-01-07 08:48:39.398041
HEART,0.31,VS1,G,EX,"1,036.97",2024-01-06 08:48:39.398041
HEART,0.29,VS2,E,VG,"1,036.87",2024-01-05 08:48:39.398041
HEART,0.31,VS2,D,VG,"1,036.38",2024-01-04 08:48:39.398041
HEART,0.32,SI1,D,EX,"1,036.26",2024-01-03 08:48:39.398041
HEART,0.3,VS2,E,EX,"1,034.69",2024-01-02 08:48:39.398041
HEART,0.35,VVS2,F,EX,"1,090.42",2024-01-01 08:48:39.398041
HEART,0.31,VS1,F,VG,"1,090.34",2023-12-31 08:48:39.398041
HEART,0.32,VS1,G,EX,"1,090.32",2023-12-30 08:48:39.398041
HEART,0.3,VS2,D,EX,"1,089.95",2023-12-29 08:48:39.398041
HEART,0.53,SI2,K,VG,"1,089.93",2023-12-28 08:48:39.398041
HEART,0.3,VS1,F,EX,"1,089.90",2023-12-27 08:48:39.398041
HEART,0.46,SI2,F,EX,"1,088.97",2023-12-26 08:48:39.398041
HEART,0.3,VVS1,F,GD,"1,088.87",2023-12-25 08:48:39.398041
HEART,0.3,VS1,E,VG,"1,088.41",2023-12-24 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,087.94",2023-12-23 08:48:39.398041
HEART,0.29,VS2,D,VG,"1,087.84",2023-12-22 08:48:39.398041
HEART,0.3,SI1,G,VG,884.06,2023-12-21 08:48:39.398041
HEART,0.34,SI2,F,EX,883.89,2023-12-20 08:48:39.398041
HEART,0.3,SI1,F,VG,882.52,2023-12-19 08:48:39.398041
HEART,0.31,VS2,I,EX,881.81,2023-12-18 08:48:39.398041
HEART,0.3,SI1,H,VG,881.03,2023-12-17 08:48:39.398041
HEART,0.3,SI1,E,VG,880.52,2023-12-16 08:48:39.398041
HEART,0.31,SI1,G,VG,879.73,2023-12-15 08:48:39.398041
HEART,0.31,SI2,E,EX,877.68,2023-12-14 08:48:39.398041
HEART,0.31,SI1,E,VG,876.06,2023-12-13 08:48:39.398041
HEART,0.3,SI1,E,VG,875.42,2023-12-12 08:48:39.398041
HEART,0.3,SI2,D,VG,871.87,2023-12-11 08:48:39.398041
HEART,0.3,VS2,I,EX,870.35,2023-12-10 08:48:39.398041
HEART,0.31,VS2,I,EX,869.79,2023-12-09 08:48:39.398041
HEART,0.3,VS2,I,EX,868.34,2023-12-08 08:48:39.398041
HEART,0.4,SI2,I,VG,867.31,2023-12-07 08:48:39.398041
HEART,0.3,VVS2,E,GD,"1,023.97",2023-12-06 08:48:39.398041
HEART,0.3,VS2,D,EX,"1,023.48",2023-12-05 08:48:39.398041
HEART,0.34,VS2,G,EX,"1,022.92",2023-12-04 08:48:39.398041
HEART,0.31,VS1,G,GD,"1,022.80",2023-12-03 08:48:39.398041
HEART,0.31,VS1,H,EX,"1,022.75",2023-12-02 08:48:39.398041
HEART,0.3,SI1,D,VG,"1,022.52",2023-12-01 08:48:39.398041
HEART,0.3,VS2,G,EX,"1,022.48",2023-11-30 08:48:39.398041
HEART,0.3,VS2,E,VG,"1,022.45",2023-11-29 08:48:39.398041
HEART,0.3,SI1,D,EX,"1,021.49",2023-11-28 08:48:39.398041
HEART,0.46,SI1,I,VG,"1,021.39",2023-11-27 08:48:39.398041
HEART,0.3,VS1,G,VG,"1,020.96",2023-11-26 08:48:39.398041
HEART,0.3,VS2,G,VG,"1,006.26",2023-11-25 08:48:39.398041
HEART,0.3,VS1,G,GD,"1,005.80",2023-11-24 08:48:39.398041
HEART,0.3,VS2,E,VG,"1,004.74",2023-11-23 08:48:39.398041
HEART,0.3,VS2,G,EX,"1,004.23",2023-11-22 08:48:39.398041
HEART,0.42,SI2,I,EX,"1,003.83",2023-11-21 08:48:39.398041
HEART,0.3,VS2,F,EX,"1,003.72",2023-11-20 08:48:39.398041
HEART,0.31,SI1,F,EX,"1,002.83",2023-11-19 08:48:39.398041
HEART,0.4,VS1,J,GD,"1,001.16",2023-11-18 08:48:39.398041
HEART,0.3,VS2,F,EX,"1,000.72",2023-11-17 08:48:39.398041
HEART,0.35,SI1,D,EX,"1,000.56",2023-11-16 08:48:39.398041
HEART,0.31,VS2,E,EX,999.72,2023-11-15 08:48:39.398041
HEART,0.29,VS2,I,GD,807.03,2023-11-14 08:48:39.398041
HEART,0.3,VS2,I,VG,805.98,2023-11-13 08:48:39.398041
HEART,0.4,SI1,I,EX,800.42,2023-11-12 08:48:39.398041
HEART,0.3,SI1,I,VG,799.39,2023-11-11 08:48:39.398041
HEART,0.33,SI1,I,EX,798.1,2023-11-10 08:48:39.398041
HEART,0.29,SI1,F,GD,796.23,2023-11-09 08:48:39.398041
HEART,0.3,VVS2,J,VG,795.33,2023-11-08 08:48:39.398041
HEART,0.3,SI2,F,GD,794.37,2023-11-07 08:48:39.398041
HEART,0.3,VS2,I,GD,794.3,2023-11-06 08:48:39.398041
HEART,0.29,SI1,D,GD,791.33,2023-11-05 08:48:39.398041
HEART,0.3,SI1,I,VG,788.23,2023-11-04 08:48:39.398041
HEART,0.31,SI1,I,GD,786.98,2023-11-03 08:48:39.398041
HEART,0.3,VS1,I,GD,786.71,2023-11-02 08:48:39.398041
HEART,0.41,VS1,L,EX,782.15,2023-11-01 08:48:39.398041
HEART,0.3,SI2,F,EX,781.64,2023-10-31 08:48:39.398041
HEART,0.3,VS2,F,GD,932.29,2023-10-30 08:48:39.398041
HEART,0.4,VS1,J,VG,932.2,2023-10-29 08:48:39.398041
HEART,0.3,SI1,E,VG,930.75,2023-10-28 08:48:39.398041
HEART,0.29,VS1,F,VG,929.06,2023-10-27 08:48:39.398041
HEART,0.33,SI1,E,EX,928.62,2023-10-26 08:48:39.398041
HEART,0.3,SI1,F,EX,927.17,2023-10-25 08:48:39.398041
HEART,0.32,SI1,E,EX,927,2023-10-24 08:48:39.398041
HEART,0.31,SI1,F,EX,926.91,2023-10-23 08:48:39.398041
HEART,0.3,VS2,E,VG,925.63,2023-10-22 08:48:39.398041
HEART,0.3,SI1,G,EX,924.65,2023-10-21 08:48:39.398041
HEART,0.32,SI2,F,EX,924.26,2023-10-20 08:48:39.398041
HEART,0.3,SI1,G,EX,923.59,2023-10-19 08:48:39.398041
HEART,0.3,VVS1,I,EX,923.13,2023-10-18 08:48:39.398041
HEART,0.31,VS1,F,EX,"1,099.77",2023-10-17 08:48:39.398041
HEART,0.31,VS2,F,EX,"1,099.75",2023-10-16 08:48:39.398041
HEART,0.4,VS1,I,GD,"1,099.23",2023-10-15 08:48:39.398041
HEART,0.32,VVS2,E,EX,"1,098.91",2023-10-14 08:48:39.398041
HEART,0.3,VS2,D,EX,"1,098.53",2023-10-13 08:48:39.398041
HEART,0.3,VVS2,E,VG,"1,097.99",2023-10-12 08:48:39.398041
HEART,0.3,VS1,E,EX,"1,096.98",2023-10-11 08:48:39.398041
HEART,0.32,VVS2,F,EX,"1,096.83",2023-10-10 08:48:39.398041
HEART,0.31,VS2,F,EX,"1,096.64",2023-10-09 08:48:39.398041
HEART,0.4,SI1,H,VG,"1,096.52",2023-10-08 08:48:39.398041
HEART,0.3,VS1,F,EX,"1,096.00",2023-10-07 08:48:39.398041
HEART,0.32,VS1,G,EX,"1,095.73",2023-10-06 08:48:39.398041
HEART,0.32,VS2,H,EX,"1,094.04",2023-10-05 08:48:39.398041
HEART,0.31,VS1,J,EX,846.74,2023-10-04 08:48:39.398041
HEART,0.3,SI2,E,GD,846.08,2023-10-03 08:48:39.398041
HEART,0.3,SI1,H,GD,845.05,2023-10-02 08:48:39.398041
HEART,0.3,VS1,I,EX,841.48,2023-10-01 08:48:39.398041
HEART,0.3,VS2,I,EX,840.96,2023-09-30 08:48:39.398041
HEART,0.37,VS1,K,EX,840.78,2023-09-29 08:48:39.398041
